geography_id,condition_id,source_condition_label,numerator_sum,denominator_sum,public_comparator_estimate,public_comparator_measure_id,capture_rate_mean_2022_2024,suppressed_rows,annual_rows,eligible_annual_rows,ineligible_annual_rows,ehr_percent_mean_2022_2024,pooling_method,signed_difference,absolute_difference,discordance_category,discordance_bins,ehr_low_cutpoint,ehr_mid_cutpoint,ehr_high_cutpoint,public_low_cutpoint,public_mid_cutpoint,public_high_cutpoint
17031010701,hypertension,hypertension,335,970,28,bphigh_crudeprev,0.0523,0,3,3,0,34.5360824742,sum_annual_numerators_divided_by_sum_annual_denominators,6.53608247423,6.53608247423,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031010702,hypertension,hypertension,429,1198,28.1,bphigh_crudeprev,0.0489,0,3,3,0,35.8096828047,sum_annual_numerators_divided_by_sum_annual_denominators,7.70968280467,7.70968280467,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020100,copd,COPD,35,930,6.3,copd_crudeprev,0.0537,0,3,3,0,3.76344086022,sum_annual_numerators_divided_by_sum_annual_denominators,-2.53655913978,2.53655913978,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031020100,hypertension,hypertension,401,930,32.6,bphigh_crudeprev,0.0537,0,3,3,0,43.1182795699,sum_annual_numerators_divided_by_sum_annual_denominators,10.5182795699,10.5182795699,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020200,hypertension,hypertension,555,1253,27.4,bphigh_crudeprev,0.0327,0,3,3,0,44.2936951317,sum_annual_numerators_divided_by_sum_annual_denominators,16.8936951317,16.8936951317,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020301,hypertension,hypertension,374,864,33.1,bphigh_crudeprev,0.0311,0,3,3,0,43.287037037,sum_annual_numerators_divided_by_sum_annual_denominators,10.187037037,10.187037037,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020302,copd,COPD,44,1193,6.5,copd_crudeprev,0.0452,0,3,3,0,3.68818105616,sum_annual_numerators_divided_by_sum_annual_denominators,-2.81181894384,2.81181894384,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031020302,hypertension,hypertension,501,1193,32.9,bphigh_crudeprev,0.0452,0,3,3,0,41.9949706622,sum_annual_numerators_divided_by_sum_annual_denominators,9.0949706622,9.0949706622,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020400,hypertension,hypertension,470,1179,30.7,bphigh_crudeprev,0.0564,0,3,3,0,39.8642917727,sum_annual_numerators_divided_by_sum_annual_denominators,9.16429177269,9.16429177269,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020500,copd,COPD,39,1180,8.2,copd_crudeprev,0.0426,0,3,3,0,3.30508474576,sum_annual_numerators_divided_by_sum_annual_denominators,-4.89491525424,4.89491525424,public_high_ehr_not_high,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031020500,hypertension,hypertension,502,1180,34.4,bphigh_crudeprev,0.0426,0,3,3,0,42.5423728814,sum_annual_numerators_divided_by_sum_annual_denominators,8.14237288136,8.14237288136,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020601,hypertension,hypertension,368,933,30.4,bphigh_crudeprev,0.03,0,3,3,0,39.4426580922,sum_annual_numerators_divided_by_sum_annual_denominators,9.04265809218,9.04265809218,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020602,hypertension,hypertension,412,966,26.5,bphigh_crudeprev,0.0372,0,3,3,0,42.6501035197,sum_annual_numerators_divided_by_sum_annual_denominators,16.1501035197,16.1501035197,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020701,hypertension,hypertension,226,498,28.5,bphigh_crudeprev,0.0573,0,3,3,0,45.3815261044,sum_annual_numerators_divided_by_sum_annual_denominators,16.8815261044,16.8815261044,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020702,hypertension,hypertension,488,1220,28.6,bphigh_crudeprev,0.0299,0,3,3,0,40,sum_annual_numerators_divided_by_sum_annual_denominators,11.4,11.4,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020801,hypertension,hypertension,524,1269,28.4,bphigh_crudeprev,0.0448,0,3,3,0,41.292356186,sum_annual_numerators_divided_by_sum_annual_denominators,12.892356186,12.892356186,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020802,copd,COPD,41,1366,6.2,copd_crudeprev,0.031,0,3,3,0,3.00146412884,sum_annual_numerators_divided_by_sum_annual_denominators,-3.19853587116,3.19853587116,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031020802,hypertension,hypertension,567,1366,29,bphigh_crudeprev,0.031,0,3,3,0,41.5080527086,sum_annual_numerators_divided_by_sum_annual_denominators,12.5080527086,12.5080527086,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020901,copd,COPD,33,1120,6.6,copd_crudeprev,0.0363,0,3,3,0,2.94642857143,sum_annual_numerators_divided_by_sum_annual_denominators,-3.65357142857,3.65357142857,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031020901,hypertension,hypertension,437,1120,30.8,bphigh_crudeprev,0.0363,0,3,3,0,39.0178571429,sum_annual_numerators_divided_by_sum_annual_denominators,8.21785714286,8.21785714286,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031020902,copd,COPD,35,915,7.3,copd_crudeprev,0.0491,0,3,3,0,3.82513661202,sum_annual_numerators_divided_by_sum_annual_denominators,-3.47486338798,3.47486338798,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031020902,hypertension,hypertension,446,915,33.4,bphigh_crudeprev,0.0491,0,3,3,0,48.7431693989,sum_annual_numerators_divided_by_sum_annual_denominators,15.3431693989,15.3431693989,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030101,copd,COPD,109,1904,6,copd_crudeprev,0.1202,0,3,3,0,5.72478991597,sum_annual_numerators_divided_by_sum_annual_denominators,-0.275210084034,0.275210084034,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030101,hypertension,hypertension,921,1904,31.5,bphigh_crudeprev,0.1202,0,3,3,0,48.3718487395,sum_annual_numerators_divided_by_sum_annual_denominators,16.8718487395,16.8718487395,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030102,copd,COPD,68,1239,6.1,copd_crudeprev,0.0767,0,3,3,0,5.48829701372,sum_annual_numerators_divided_by_sum_annual_denominators,-0.611702986279,0.611702986279,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030102,hypertension,hypertension,571,1239,29.9,bphigh_crudeprev,0.0767,0,3,3,0,46.0855528652,sum_annual_numerators_divided_by_sum_annual_denominators,16.1855528652,16.1855528652,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030103,hypertension,hypertension,422,895,24.7,bphigh_crudeprev,0.0737,0,3,3,0,47.1508379888,sum_annual_numerators_divided_by_sum_annual_denominators,22.4508379888,22.4508379888,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030104,hypertension,hypertension,222,487,21.1,bphigh_crudeprev,0.0269,0,3,3,0,45.5852156057,sum_annual_numerators_divided_by_sum_annual_denominators,24.4852156057,24.4852156057,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030200,copd,COPD,39,2205,3.8,copd_crudeprev,0.072,0,3,3,0,1.76870748299,sum_annual_numerators_divided_by_sum_annual_denominators,-2.03129251701,2.03129251701,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030200,hypertension,hypertension,818,2205,23.3,bphigh_crudeprev,0.072,0,3,3,0,37.0975056689,sum_annual_numerators_divided_by_sum_annual_denominators,13.7975056689,13.7975056689,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030300,hypertension,hypertension,325,857,29,bphigh_crudeprev,0.0561,0,3,3,0,37.9229871645,sum_annual_numerators_divided_by_sum_annual_denominators,8.92298716453,8.92298716453,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030400,hypertension,hypertension,405,1089,27.3,bphigh_crudeprev,0.0693,0,3,3,0,37.1900826446,sum_annual_numerators_divided_by_sum_annual_denominators,9.89008264463,9.89008264463,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030500,copd,COPD,61,2398,3,copd_crudeprev,0.0698,0,3,3,0,2.54378648874,sum_annual_numerators_divided_by_sum_annual_denominators,-0.456213511259,0.456213511259,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030500,hypertension,hypertension,851,2398,21.7,bphigh_crudeprev,0.0698,0,3,3,0,35.4879065888,sum_annual_numerators_divided_by_sum_annual_denominators,13.7879065888,13.7879065888,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030601,copd,COPD,54,1163,5.8,copd_crudeprev,0.0709,0,3,3,0,4.64316423044,sum_annual_numerators_divided_by_sum_annual_denominators,-1.15683576956,1.15683576956,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030601,hypertension,hypertension,535,1163,31.3,bphigh_crudeprev,0.0709,0,3,3,0,46.0017196905,sum_annual_numerators_divided_by_sum_annual_denominators,14.7017196905,14.7017196905,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030603,hypertension,hypertension,278,688,21.8,bphigh_crudeprev,0.063,0,3,3,0,40.4069767442,sum_annual_numerators_divided_by_sum_annual_denominators,18.6069767442,18.6069767442,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030604,copd,COPD,104,1555,4.8,copd_crudeprev,0.1192,0,3,3,0,6.68810289389,sum_annual_numerators_divided_by_sum_annual_denominators,1.88810289389,1.88810289389,ehr_high_public_not_high,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030604,hypertension,hypertension,720,1555,28.5,bphigh_crudeprev,0.1192,0,3,3,0,46.3022508039,sum_annual_numerators_divided_by_sum_annual_denominators,17.8022508039,17.8022508039,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030701,copd,COPD,48,812,5,copd_crudeprev,0.115,0,3,3,0,5.91133004926,sum_annual_numerators_divided_by_sum_annual_denominators,0.911330049261,0.911330049261,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030701,hypertension,hypertension,284,812,28.5,bphigh_crudeprev,0.115,0,3,3,0,34.9753694581,sum_annual_numerators_divided_by_sum_annual_denominators,6.47536945813,6.47536945813,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030702,copd,COPD,61,1335,5,copd_crudeprev,0.1252,0,3,3,0,4.56928838951,sum_annual_numerators_divided_by_sum_annual_denominators,-0.430711610487,0.430711610487,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030702,hypertension,hypertension,686,1335,32.2,bphigh_crudeprev,0.1252,0,3,3,0,51.3857677903,sum_annual_numerators_divided_by_sum_annual_denominators,19.1857677903,19.1857677903,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030703,copd,COPD,61,1335,5.4,copd_crudeprev,0.0839,0,3,3,0,4.56928838951,sum_annual_numerators_divided_by_sum_annual_denominators,-0.830711610487,0.830711610487,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031030703,hypertension,hypertension,525,1335,30,bphigh_crudeprev,0.0839,0,3,3,0,39.3258426966,sum_annual_numerators_divided_by_sum_annual_denominators,9.32584269663,9.32584269663,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030800,hypertension,hypertension,783,2190,23.7,bphigh_crudeprev,0.0954,0,3,3,0,35.7534246575,sum_annual_numerators_divided_by_sum_annual_denominators,12.0534246575,12.0534246575,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031030900,hypertension,hypertension,392,1090,23.2,bphigh_crudeprev,0.0611,0,3,3,0,35.9633027523,sum_annual_numerators_divided_by_sum_annual_denominators,12.7633027523,12.7633027523,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031000,copd,COPD,30,1460,2.8,copd_crudeprev,0.0683,0,3,3,0,2.05479452055,sum_annual_numerators_divided_by_sum_annual_denominators,-0.745205479452,0.745205479452,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031031000,hypertension,hypertension,458,1460,20.3,bphigh_crudeprev,0.0683,0,3,3,0,31.3698630137,sum_annual_numerators_divided_by_sum_annual_denominators,11.0698630137,11.0698630137,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031100,copd,COPD,39,1742,3.3,copd_crudeprev,0.069,0,3,3,0,2.23880597015,sum_annual_numerators_divided_by_sum_annual_denominators,-1.06119402985,1.06119402985,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031031100,hypertension,hypertension,553,1742,21.3,bphigh_crudeprev,0.069,0,3,3,0,31.7451205511,sum_annual_numerators_divided_by_sum_annual_denominators,10.4451205511,10.4451205511,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031200,copd,COPD,105,2001,9.6,copd_crudeprev,0.0739,0,3,3,0,5.24737631184,sum_annual_numerators_divided_by_sum_annual_denominators,-4.35262368816,4.35262368816,public_high_ehr_not_high,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031031200,hypertension,hypertension,750,2001,37.2,bphigh_crudeprev,0.0739,0,3,3,0,37.4812593703,sum_annual_numerators_divided_by_sum_annual_denominators,0.281259370315,0.281259370315,public_high_ehr_not_high,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031300,copd,COPD,155,3327,6.4,copd_crudeprev,0.096,0,3,3,0,4.65885181846,sum_annual_numerators_divided_by_sum_annual_denominators,-1.74114818154,1.74114818154,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031031300,hypertension,hypertension,1694,3327,34.4,bphigh_crudeprev,0.096,0,3,3,0,50.9167418094,sum_annual_numerators_divided_by_sum_annual_denominators,16.5167418094,16.5167418094,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031501,copd,COPD,53,1470,9,copd_crudeprev,0.0732,0,3,3,0,3.60544217687,sum_annual_numerators_divided_by_sum_annual_denominators,-5.39455782313,5.39455782313,public_high_ehr_not_high,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031031501,hypertension,hypertension,567,1470,35.5,bphigh_crudeprev,0.0732,0,3,3,0,38.5714285714,sum_annual_numerators_divided_by_sum_annual_denominators,3.07142857143,3.07142857143,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031502,copd,COPD,74,1720,6.5,copd_crudeprev,0.0857,0,3,3,0,4.3023255814,sum_annual_numerators_divided_by_sum_annual_denominators,-2.1976744186,2.1976744186,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031031502,hypertension,hypertension,681,1720,31.9,bphigh_crudeprev,0.0857,0,3,3,0,39.5930232558,sum_annual_numerators_divided_by_sum_annual_denominators,7.69302325581,7.69302325581,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031700,copd,COPD,88,2343,2.9,copd_crudeprev,0.0693,0,3,3,0,3.7558685446,sum_annual_numerators_divided_by_sum_annual_denominators,0.855868544601,0.855868544601,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031031700,hypertension,hypertension,799,2343,20.8,bphigh_crudeprev,0.0693,0,3,3,0,34.101579172,sum_annual_numerators_divided_by_sum_annual_denominators,13.301579172,13.301579172,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031800,hypertension,hypertension,210,702,20.3,bphigh_crudeprev,0.0703,0,3,3,0,29.9145299145,sum_annual_numerators_divided_by_sum_annual_denominators,9.61452991453,9.61452991453,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031031900,hypertension,hypertension,309,976,19.2,bphigh_crudeprev,0.0762,0,3,3,0,31.6598360656,sum_annual_numerators_divided_by_sum_annual_denominators,12.4598360656,12.4598360656,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031032100,copd,COPD,86,2730,3.9,copd_crudeprev,0.0738,0,3,3,0,3.15018315018,sum_annual_numerators_divided_by_sum_annual_denominators,-0.749816849817,0.749816849817,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031032100,hypertension,hypertension,1002,2730,22.8,bphigh_crudeprev,0.0738,0,3,3,0,36.7032967033,sum_annual_numerators_divided_by_sum_annual_denominators,13.9032967033,13.9032967033,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040100,hypertension,hypertension,455,1280,23.9,bphigh_crudeprev,0.0591,0,3,3,0,35.546875,sum_annual_numerators_divided_by_sum_annual_denominators,11.646875,11.646875,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040201,hypertension,hypertension,643,1892,21.6,bphigh_crudeprev,0.0469,0,3,3,0,33.9852008457,sum_annual_numerators_divided_by_sum_annual_denominators,12.3852008457,12.3852008457,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040202,copd,COPD,54,1434,6.8,copd_crudeprev,0.0379,0,3,3,0,3.76569037657,sum_annual_numerators_divided_by_sum_annual_denominators,-3.03430962343,3.03430962343,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031040202,hypertension,hypertension,576,1434,31,bphigh_crudeprev,0.0379,0,3,3,0,40.1673640167,sum_annual_numerators_divided_by_sum_annual_denominators,9.16736401674,9.16736401674,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040300,hypertension,hypertension,341,872,31.5,bphigh_crudeprev,0.0591,0,3,3,0,39.1055045872,sum_annual_numerators_divided_by_sum_annual_denominators,7.60550458716,7.60550458716,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040401,hypertension,hypertension,305,1117,21.8,bphigh_crudeprev,0.0594,0,3,3,0,27.3052820054,sum_annual_numerators_divided_by_sum_annual_denominators,5.50528200537,5.50528200537,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040402,hypertension,hypertension,460,1681,16.8,bphigh_crudeprev,0.0698,0,3,3,0,27.3646638905,sum_annual_numerators_divided_by_sum_annual_denominators,10.5646638905,10.5646638905,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040600,hypertension,hypertension,298,952,19,bphigh_crudeprev,0.0581,0,3,3,0,31.3025210084,sum_annual_numerators_divided_by_sum_annual_denominators,12.3025210084,12.3025210084,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040700,hypertension,hypertension,280,1047,19.8,bphigh_crudeprev,0.0532,0,3,3,0,26.7430754537,sum_annual_numerators_divided_by_sum_annual_denominators,6.94307545368,6.94307545368,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040800,hypertension,hypertension,200,688,20.3,bphigh_crudeprev,0.0761,0,3,3,0,29.0697674419,sum_annual_numerators_divided_by_sum_annual_denominators,8.76976744186,8.76976744186,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031040900,hypertension,hypertension,258,764,19.9,bphigh_crudeprev,0.0678,0,3,3,0,33.7696335079,sum_annual_numerators_divided_by_sum_annual_denominators,13.8696335079,13.8696335079,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050100,hypertension,hypertension,277,1023,19.2,bphigh_crudeprev,0.078,0,3,3,0,27.0772238514,sum_annual_numerators_divided_by_sum_annual_denominators,7.87722385142,7.87722385142,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050200,copd,COPD,78,2246,3.1,copd_crudeprev,0.0722,0,3,3,0,3.47284060552,sum_annual_numerators_divided_by_sum_annual_denominators,0.372840605521,0.372840605521,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031050200,hypertension,hypertension,770,2246,22.2,bphigh_crudeprev,0.0722,0,3,3,0,34.2831700801,sum_annual_numerators_divided_by_sum_annual_denominators,12.0831700801,12.0831700801,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050300,hypertension,hypertension,339,1103,21.7,bphigh_crudeprev,0.0766,0,3,3,0,30.7343608341,sum_annual_numerators_divided_by_sum_annual_denominators,9.03436083409,9.03436083409,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050500,copd,COPD,36,2219,2.6,copd_crudeprev,0.0776,0,3,3,0,1.622352411,sum_annual_numerators_divided_by_sum_annual_denominators,-0.977647589004,0.977647589004,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031050500,hypertension,hypertension,735,2219,19.8,bphigh_crudeprev,0.0776,0,3,3,0,33.1230283912,sum_annual_numerators_divided_by_sum_annual_denominators,13.3230283912,13.3230283912,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050600,hypertension,hypertension,327,1158,17.4,bphigh_crudeprev,0.0896,0,3,3,0,28.2383419689,sum_annual_numerators_divided_by_sum_annual_denominators,10.8383419689,10.8383419689,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050700,hypertension,hypertension,144,535,18.5,bphigh_crudeprev,0.0584,0,3,3,0,26.9158878505,sum_annual_numerators_divided_by_sum_annual_denominators,8.41588785047,8.41588785047,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050800,hypertension,hypertension,188,589,18.9,bphigh_crudeprev,0.0756,0,3,3,0,31.9185059423,sum_annual_numerators_divided_by_sum_annual_denominators,13.0185059423,13.0185059423,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031050900,hypertension,hypertension,173,533,20,bphigh_crudeprev,0.056,0,3,3,0,32.4577861163,sum_annual_numerators_divided_by_sum_annual_denominators,12.4577861163,12.4577861163,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
