geography_id,condition_id,source_condition_label,numerator_sum,denominator_sum,public_comparator_estimate,public_comparator_measure_id,capture_rate_mean_2022_2024,suppressed_rows,annual_rows,eligible_annual_rows,ineligible_annual_rows,ehr_percent_mean_2022_2024,pooling_method,signed_difference,absolute_difference,discordance_category,discordance_bins,ehr_low_cutpoint,ehr_mid_cutpoint,ehr_high_cutpoint,public_low_cutpoint,public_mid_cutpoint,public_high_cutpoint
17031170800,hypertension,hypertension,446,816,29.5,bphigh_crudeprev,0.0368,0,3,3,0,54.6568627451,sum_annual_numerators_divided_by_sum_annual_denominators,25.1568627451,25.1568627451,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031170900,hypertension,hypertension,174,364,32.7,bphigh_crudeprev,0.032,0,3,3,0,47.8021978022,sum_annual_numerators_divided_by_sum_annual_denominators,15.1021978022,15.1021978022,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031171000,copd,COPD,95,1604,5.3,copd_crudeprev,0.0475,0,3,3,0,5.92269326683,sum_annual_numerators_divided_by_sum_annual_denominators,0.622693266833,0.622693266833,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031171000,hypertension,hypertension,706,1604,28.8,bphigh_crudeprev,0.0475,0,3,3,0,44.0149625935,sum_annual_numerators_divided_by_sum_annual_denominators,15.2149625935,15.2149625935,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031171100,copd,COPD,31,845,6.4,copd_crudeprev,0.0357,0,3,3,0,3.66863905325,sum_annual_numerators_divided_by_sum_annual_denominators,-2.73136094675,2.73136094675,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031171100,hypertension,hypertension,397,845,29.4,bphigh_crudeprev,0.0357,0,3,3,0,46.9822485207,sum_annual_numerators_divided_by_sum_annual_denominators,17.5822485207,17.5822485207,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031180100,copd,COPD,55,1466,5.5,copd_crudeprev,0.0376,0,3,3,0,3.7517053206,sum_annual_numerators_divided_by_sum_annual_denominators,-1.7482946794,1.7482946794,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031180100,hypertension,hypertension,654,1466,28.8,bphigh_crudeprev,0.0376,0,3,3,0,44.6111869031,sum_annual_numerators_divided_by_sum_annual_denominators,15.8111869031,15.8111869031,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190100,hypertension,hypertension,240,581,28.5,bphigh_crudeprev,0.0394,0,3,3,0,41.3080895009,sum_annual_numerators_divided_by_sum_annual_denominators,12.8080895009,12.8080895009,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190200,copd,COPD,40,1181,5.6,copd_crudeprev,0.0348,0,3,3,0,3.38696020322,sum_annual_numerators_divided_by_sum_annual_denominators,-2.21303979678,2.21303979678,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031190200,hypertension,hypertension,486,1181,29.5,bphigh_crudeprev,0.0348,0,3,3,0,41.1515664691,sum_annual_numerators_divided_by_sum_annual_denominators,11.6515664691,11.6515664691,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190300,copd,COPD,64,1275,5.3,copd_crudeprev,0.0398,0,3,3,0,5.01960784314,sum_annual_numerators_divided_by_sum_annual_denominators,-0.280392156863,0.280392156863,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031190300,hypertension,hypertension,547,1275,28,bphigh_crudeprev,0.0398,0,3,3,0,42.9019607843,sum_annual_numerators_divided_by_sum_annual_denominators,14.9019607843,14.9019607843,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190401,hypertension,hypertension,376,836,26.6,bphigh_crudeprev,0.0349,0,3,3,0,44.976076555,sum_annual_numerators_divided_by_sum_annual_denominators,18.376076555,18.376076555,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190402,copd,COPD,48,1144,6,copd_crudeprev,0.0412,0,3,3,0,4.1958041958,sum_annual_numerators_divided_by_sum_annual_denominators,-1.8041958042,1.8041958042,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031190402,hypertension,hypertension,467,1144,28.4,bphigh_crudeprev,0.0412,0,3,3,0,40.8216783217,sum_annual_numerators_divided_by_sum_annual_denominators,12.4216783217,12.4216783217,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190601,hypertension,hypertension,374,945,25.9,bphigh_crudeprev,0.0387,0,3,3,0,39.5767195767,sum_annual_numerators_divided_by_sum_annual_denominators,13.6767195767,13.6767195767,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190602,hypertension,hypertension,553,1191,27.2,bphigh_crudeprev,0.0377,0,3,3,0,46.4315701092,sum_annual_numerators_divided_by_sum_annual_denominators,19.2315701092,19.2315701092,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190701,hypertension,hypertension,281,614,25.4,bphigh_crudeprev,0.0376,0,3,3,0,45.7654723127,sum_annual_numerators_divided_by_sum_annual_denominators,20.3654723127,20.3654723127,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190702,hypertension,hypertension,488,1038,28,bphigh_crudeprev,0.0368,0,3,3,0,47.0134874759,sum_annual_numerators_divided_by_sum_annual_denominators,19.0134874759,19.0134874759,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190800,copd,COPD,55,1551,5.1,copd_crudeprev,0.0399,0,3,3,0,3.54609929078,sum_annual_numerators_divided_by_sum_annual_denominators,-1.55390070922,1.55390070922,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031190800,hypertension,hypertension,642,1551,27.7,bphigh_crudeprev,0.0399,0,3,3,0,41.3926499033,sum_annual_numerators_divided_by_sum_annual_denominators,13.6926499033,13.6926499033,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031190900,hypertension,hypertension,226,492,28.2,bphigh_crudeprev,0.0463,0,3,3,0,45.9349593496,sum_annual_numerators_divided_by_sum_annual_denominators,17.7349593496,17.7349593496,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031191000,hypertension,hypertension,246,551,26.6,bphigh_crudeprev,0.0355,0,3,3,0,44.6460980036,sum_annual_numerators_divided_by_sum_annual_denominators,18.0460980036,18.0460980036,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031191100,copd,COPD,49,1720,6.3,copd_crudeprev,0.0461,0,3,3,0,2.8488372093,sum_annual_numerators_divided_by_sum_annual_denominators,-3.4511627907,3.4511627907,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031191100,hypertension,hypertension,743,1720,29.4,bphigh_crudeprev,0.0461,0,3,3,0,43.1976744186,sum_annual_numerators_divided_by_sum_annual_denominators,13.7976744186,13.7976744186,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031191200,hypertension,hypertension,275,727,26.1,bphigh_crudeprev,0.0291,0,3,3,0,37.8266850069,sum_annual_numerators_divided_by_sum_annual_denominators,11.7266850069,11.7266850069,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031191301,copd,COPD,51,1331,5.1,copd_crudeprev,0.0461,0,3,3,0,3.8317054846,sum_annual_numerators_divided_by_sum_annual_denominators,-1.2682945154,1.2682945154,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031191301,hypertension,hypertension,589,1331,28,bphigh_crudeprev,0.0461,0,3,3,0,44.2524417731,sum_annual_numerators_divided_by_sum_annual_denominators,16.2524417731,16.2524417731,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031191302,hypertension,hypertension,533,1221,27.8,bphigh_crudeprev,0.0447,0,3,3,0,43.6527436527,sum_annual_numerators_divided_by_sum_annual_denominators,15.8527436527,15.8527436527,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031200100,hypertension,hypertension,409,972,28.1,bphigh_crudeprev,0.0452,0,3,3,0,42.0781893004,sum_annual_numerators_divided_by_sum_annual_denominators,13.9781893004,13.9781893004,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031200200,hypertension,hypertension,487,1161,26.8,bphigh_crudeprev,0.0441,0,3,3,0,41.9465977606,sum_annual_numerators_divided_by_sum_annual_denominators,15.1465977606,15.1465977606,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031200300,hypertension,hypertension,207,496,26.5,bphigh_crudeprev,0.0478,0,3,3,0,41.7338709677,sum_annual_numerators_divided_by_sum_annual_denominators,15.2338709677,15.2338709677,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031200401,hypertension,hypertension,359,871,26.9,bphigh_crudeprev,0.0471,0,3,3,0,41.2169919633,sum_annual_numerators_divided_by_sum_annual_denominators,14.3169919633,14.3169919633,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031200402,hypertension,hypertension,458,973,25.8,bphigh_crudeprev,0.0322,0,3,3,0,47.0709146968,sum_annual_numerators_divided_by_sum_annual_denominators,21.2709146968,21.2709146968,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210100,copd,COPD,41,1284,3,copd_crudeprev,0.0543,0,3,3,0,3.19314641745,sum_annual_numerators_divided_by_sum_annual_denominators,0.193146417445,0.193146417445,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031210100,hypertension,hypertension,473,1284,20.5,bphigh_crudeprev,0.0543,0,3,3,0,36.8380062305,sum_annual_numerators_divided_by_sum_annual_denominators,16.3380062305,16.3380062305,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210400,hypertension,hypertension,283,656,28.1,bphigh_crudeprev,0.0405,0,3,3,0,43.1402439024,sum_annual_numerators_divided_by_sum_annual_denominators,15.0402439024,15.0402439024,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210501,hypertension,hypertension,319,811,24.5,bphigh_crudeprev,0.0503,0,3,3,0,39.3341553637,sum_annual_numerators_divided_by_sum_annual_denominators,14.8341553637,14.8341553637,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210502,hypertension,hypertension,360,981,21.2,bphigh_crudeprev,0.0401,0,3,3,0,36.6972477064,sum_annual_numerators_divided_by_sum_annual_denominators,15.4972477064,15.4972477064,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210601,hypertension,hypertension,261,703,24.2,bphigh_crudeprev,0.0465,0,3,3,0,37.1266002845,sum_annual_numerators_divided_by_sum_annual_denominators,12.9266002845,12.9266002845,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210602,hypertension,hypertension,468,1158,21.3,bphigh_crudeprev,0.0455,0,3,3,0,40.414507772,sum_annual_numerators_divided_by_sum_annual_denominators,19.114507772,19.114507772,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210700,hypertension,hypertension,410,1025,19,bphigh_crudeprev,0.0452,0,3,3,0,40,sum_annual_numerators_divided_by_sum_annual_denominators,21,21,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210800,hypertension,hypertension,108,322,20,bphigh_crudeprev,0.0502,0,3,3,0,33.5403726708,sum_annual_numerators_divided_by_sum_annual_denominators,13.5403726708,13.5403726708,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031210900,hypertension,hypertension,354,944,20.7,bphigh_crudeprev,0.0594,0,3,3,0,37.5,sum_annual_numerators_divided_by_sum_annual_denominators,16.8,16.8,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220300,hypertension,hypertension,205,669,17.9,bphigh_crudeprev,0.052,0,3,3,0,30.6427503737,sum_annual_numerators_divided_by_sum_annual_denominators,12.7427503737,12.7427503737,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220400,hypertension,hypertension,292,899,20,bphigh_crudeprev,0.064,0,3,3,0,32.4805339266,sum_annual_numerators_divided_by_sum_annual_denominators,12.4805339266,12.4805339266,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220500,hypertension,hypertension,319,1058,17.3,bphigh_crudeprev,0.0624,0,3,3,0,30.1512287335,sum_annual_numerators_divided_by_sum_annual_denominators,12.8512287335,12.8512287335,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220601,hypertension,hypertension,162,424,17.5,bphigh_crudeprev,0.045,0,3,3,0,38.2075471698,sum_annual_numerators_divided_by_sum_annual_denominators,20.7075471698,20.7075471698,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220602,hypertension,hypertension,424,1294,18.8,bphigh_crudeprev,0.0509,0,3,3,0,32.7666151468,sum_annual_numerators_divided_by_sum_annual_denominators,13.9666151468,13.9666151468,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220701,hypertension,hypertension,271,756,20.1,bphigh_crudeprev,0.0463,0,3,3,0,35.8465608466,sum_annual_numerators_divided_by_sum_annual_denominators,15.7465608466,15.7465608466,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220702,hypertension,hypertension,343,915,22.1,bphigh_crudeprev,0.0398,0,3,3,0,37.4863387978,sum_annual_numerators_divided_by_sum_annual_denominators,15.3863387978,15.3863387978,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220901,hypertension,hypertension,340,786,25.4,bphigh_crudeprev,0.0512,0,3,3,0,43.2569974555,sum_annual_numerators_divided_by_sum_annual_denominators,17.8569974555,17.8569974555,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031220902,hypertension,hypertension,307,825,24.5,bphigh_crudeprev,0.0428,0,3,3,0,37.2121212121,sum_annual_numerators_divided_by_sum_annual_denominators,12.7121212121,12.7121212121,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031221000,hypertension,hypertension,234,642,21,bphigh_crudeprev,0.0422,0,3,3,0,36.4485981308,sum_annual_numerators_divided_by_sum_annual_denominators,15.4485981308,15.4485981308,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031221100,hypertension,hypertension,489,1416,21.7,bphigh_crudeprev,0.0592,0,3,3,0,34.5338983051,sum_annual_numerators_divided_by_sum_annual_denominators,12.8338983051,12.8338983051,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031221200,hypertension,hypertension,219,756,17.7,bphigh_crudeprev,0.0442,0,3,3,0,28.9682539683,sum_annual_numerators_divided_by_sum_annual_denominators,11.2682539683,11.2682539683,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031221300,hypertension,hypertension,405,1067,17.2,bphigh_crudeprev,0.0664,0,3,3,0,37.9568884724,sum_annual_numerators_divided_by_sum_annual_denominators,20.7568884724,20.7568884724,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031221400,hypertension,hypertension,323,1015,17,bphigh_crudeprev,0.0651,0,3,3,0,31.8226600985,sum_annual_numerators_divided_by_sum_annual_denominators,14.8226600985,14.8226600985,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031221500,hypertension,hypertension,415,1059,22.9,bphigh_crudeprev,0.0659,0,3,3,0,39.1879131256,sum_annual_numerators_divided_by_sum_annual_denominators,16.2879131256,16.2879131256,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031221600,hypertension,hypertension,335,1211,16.4,bphigh_crudeprev,0.0665,0,3,3,0,27.6630883567,sum_annual_numerators_divided_by_sum_annual_denominators,11.2630883567,11.2630883567,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031222200,hypertension,hypertension,257,896,15.2,bphigh_crudeprev,0.0696,0,3,3,0,28.6830357143,sum_annual_numerators_divided_by_sum_annual_denominators,13.4830357143,13.4830357143,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031222500,hypertension,hypertension,182,507,16.4,bphigh_crudeprev,0.063,0,3,3,0,35.8974358974,sum_annual_numerators_divided_by_sum_annual_denominators,19.4974358974,19.4974358974,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031222600,hypertension,hypertension,168,453,18.8,bphigh_crudeprev,0.0523,0,3,3,0,37.0860927152,sum_annual_numerators_divided_by_sum_annual_denominators,18.2860927152,18.2860927152,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031222700,hypertension,hypertension,172,510,22.4,bphigh_crudeprev,0.0399,0,3,3,0,33.7254901961,sum_annual_numerators_divided_by_sum_annual_denominators,11.3254901961,11.3254901961,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031222800,hypertension,hypertension,92,251,23.3,bphigh_crudeprev,0.0396,0,3,3,0,36.6533864542,sum_annual_numerators_divided_by_sum_annual_denominators,13.3533864542,13.3533864542,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031222900,hypertension,hypertension,133,317,21,bphigh_crudeprev,0.0468,0,3,3,0,41.9558359621,sum_annual_numerators_divided_by_sum_annual_denominators,20.9558359621,20.9558359621,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230100,hypertension,hypertension,304,788,23.5,bphigh_crudeprev,0.0953,0,3,3,0,38.578680203,sum_annual_numerators_divided_by_sum_annual_denominators,15.078680203,15.078680203,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230200,hypertension,hypertension,217,569,21.5,bphigh_crudeprev,0.0532,0,3,3,0,38.1370826011,sum_annual_numerators_divided_by_sum_annual_denominators,16.6370826011,16.6370826011,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230300,hypertension,hypertension,105,297,24.3,bphigh_crudeprev,0.056,0,3,3,0,35.3535353535,sum_annual_numerators_divided_by_sum_annual_denominators,11.0535353535,11.0535353535,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230400,hypertension,hypertension,319,697,27.6,bphigh_crudeprev,0.0552,0,3,3,0,45.7675753228,sum_annual_numerators_divided_by_sum_annual_denominators,18.1675753228,18.1675753228,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230500,hypertension,hypertension,387,907,30.7,bphigh_crudeprev,0.0536,0,3,3,0,42.6681367144,sum_annual_numerators_divided_by_sum_annual_denominators,11.9681367144,11.9681367144,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230600,copd,COPD,98,2117,7.8,copd_crudeprev,0.0506,0,3,3,0,4.62919225319,sum_annual_numerators_divided_by_sum_annual_denominators,-3.17080774681,3.17080774681,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031230600,hypertension,hypertension,938,2117,34.3,bphigh_crudeprev,0.0506,0,3,3,0,44.3079829948,sum_annual_numerators_divided_by_sum_annual_denominators,10.0079829948,10.0079829948,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230700,copd,COPD,62,1885,8.7,copd_crudeprev,0.0581,0,3,3,0,3.28912466844,sum_annual_numerators_divided_by_sum_annual_denominators,-5.41087533156,5.41087533156,public_high_ehr_not_high,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031230700,hypertension,hypertension,786,1885,35.3,bphigh_crudeprev,0.0581,0,3,3,0,41.6976127321,sum_annual_numerators_divided_by_sum_annual_denominators,6.3976127321,6.3976127321,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230800,hypertension,hypertension,161,439,27.2,bphigh_crudeprev,0.0621,0,3,3,0,36.6742596811,sum_annual_numerators_divided_by_sum_annual_denominators,9.47425968109,9.47425968109,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031230900,copd,COPD,49,1615,4,copd_crudeprev,0.0598,0,3,3,0,3.03405572755,sum_annual_numerators_divided_by_sum_annual_denominators,-0.965944272446,0.965944272446,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031230900,hypertension,hypertension,676,1615,24.8,bphigh_crudeprev,0.0598,0,3,3,0,41.8575851393,sum_annual_numerators_divided_by_sum_annual_denominators,17.0575851393,17.0575851393,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031231100,copd,COPD,32,431,7.1,copd_crudeprev,0.0575,0,3,3,0,7.42459396752,sum_annual_numerators_divided_by_sum_annual_denominators,0.324593967517,0.324593967517,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031231100,hypertension,hypertension,233,431,36.2,bphigh_crudeprev,0.0575,0,3,3,0,54.060324826,sum_annual_numerators_divided_by_sum_annual_denominators,17.860324826,17.860324826,concordant_high,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031231200,copd,COPD,114,1983,9.5,copd_crudeprev,0.0888,0,3,3,0,5.74886535552,sum_annual_numerators_divided_by_sum_annual_denominators,-3.75113464448,3.75113464448,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031231200,hypertension,hypertension,978,1983,39.2,bphigh_crudeprev,0.0888,0,3,3,0,49.3192133132,sum_annual_numerators_divided_by_sum_annual_denominators,10.1192133132,10.1192133132,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031231500,copd,COPD,261,2717,9.3,copd_crudeprev,0.1033,0,3,3,0,9.60618329039,sum_annual_numerators_divided_by_sum_annual_denominators,0.306183290394,0.306183290394,concordant_high,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031231500,hypertension,hypertension,1476,2717,41.7,bphigh_crudeprev,0.1033,0,3,3,0,54.3246227457,sum_annual_numerators_divided_by_sum_annual_denominators,12.6246227457,12.6246227457,concordant_high,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031240200,hypertension,hypertension,198,674,19.6,bphigh_crudeprev,0.0638,0,3,3,0,29.3768545994,sum_annual_numerators_divided_by_sum_annual_denominators,9.77685459941,9.77685459941,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031240300,hypertension,hypertension,148,544,16.2,bphigh_crudeprev,0.0758,0,3,3,0,27.2058823529,sum_annual_numerators_divided_by_sum_annual_denominators,11.0058823529,11.0058823529,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031240500,hypertension,hypertension,224,989,13,bphigh_crudeprev,0.0708,0,3,3,0,22.649140546,sum_annual_numerators_divided_by_sum_annual_denominators,9.64914054601,9.64914054601,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031240600,hypertension,hypertension,191,553,17.1,bphigh_crudeprev,0.057,0,3,3,0,34.5388788427,sum_annual_numerators_divided_by_sum_annual_denominators,17.4388788427,17.4388788427,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031240700,hypertension,hypertension,157,480,20.6,bphigh_crudeprev,0.0522,0,3,3,0,32.7083333333,sum_annual_numerators_divided_by_sum_annual_denominators,12.1083333333,12.1083333333,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031240800,hypertension,hypertension,188,567,20.4,bphigh_crudeprev,0.0663,0,3,3,0,33.1569664903,sum_annual_numerators_divided_by_sum_annual_denominators,12.7569664903,12.7569664903,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031240900,hypertension,hypertension,227,496,23.6,bphigh_crudeprev,0.0844,0,3,3,0,45.7661290323,sum_annual_numerators_divided_by_sum_annual_denominators,22.1661290323,22.1661290323,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031241000,copd,COPD,44,838,3.2,copd_crudeprev,0.0872,0,3,3,0,5.25059665871,sum_annual_numerators_divided_by_sum_annual_denominators,2.05059665871,2.05059665871,intermediate,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031241000,hypertension,hypertension,353,838,21.6,bphigh_crudeprev,0.0872,0,3,3,0,42.1241050119,sum_annual_numerators_divided_by_sum_annual_denominators,20.5241050119,20.5241050119,intermediate,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031241100,copd,COPD,44,1210,3.2,copd_crudeprev,0.0641,0,3,3,0,3.63636363636,sum_annual_numerators_divided_by_sum_annual_denominators,0.436363636364,0.436363636364,concordant_low,tertile,4.28240740741,5.50351562789,6.59574468085,5.1,6.4,7.9
17031241100,hypertension,hypertension,419,1210,19.1,bphigh_crudeprev,0.0641,0,3,3,0,34.6280991736,sum_annual_numerators_divided_by_sum_annual_denominators,15.5280991736,15.5280991736,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031241200,hypertension,hypertension,222,682,17.4,bphigh_crudeprev,0.0767,0,3,3,0,32.5513196481,sum_annual_numerators_divided_by_sum_annual_denominators,15.1513196481,15.1513196481,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031241300,hypertension,hypertension,172,647,17.3,bphigh_crudeprev,0.0644,0,3,3,0,26.5842349304,sum_annual_numerators_divided_by_sum_annual_denominators,9.28423493045,9.28423493045,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031241400,hypertension,hypertension,595,1885,15.8,bphigh_crudeprev,0.0599,0,3,3,0,31.5649867374,sum_annual_numerators_divided_by_sum_annual_denominators,15.7649867374,15.7649867374,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
17031241500,hypertension,hypertension,312,1122,12.5,bphigh_crudeprev,0.0787,0,3,3,0,27.807486631,sum_annual_numerators_divided_by_sum_annual_denominators,15.307486631,15.307486631,concordant_low,tertile,41.6381847783,46.0855528652,51.2837372821,26.1,28.9,35.6666666667
