analysis_id,analysis_name,condition_id,period,statistic_family,geography_id,statistic,p_raw,p_adjusted,fdr_family,cluster_label,raw_significant_05,significant_fdr_05,weights_checksum,seed,permutations,permutation_method,denominator,diagnostic_status,sensitivity_status,source_artifact,results_authorized
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,11,0.462408611415,0.1769,0.325966666667,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,12,0.738602934613,0.0137,0.04795,hypertension|2022-2024 pooled|local_moran,low-low,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,13,0.828502811442,0.0084,0.0340421052632,hypertension|2022-2024 pooled|local_moran,low-low,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,14,1.86571532007,0.0008,0.00513333333333,hypertension|2022-2024 pooled|local_moran,low-low,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,15,0.611530899881,0.0317,0.0841689655172,hypertension|2022-2024 pooled|local_moran,low-low,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,16,1.68961123005,0.0002,0.001925,hypertension|2022-2024 pooled|local_moran,low-low,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,17,0.00345467605566,0.5623,0.665710294118,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,18,-0.0111950967667,0.6443,0.70873,hypertension|2022-2024 pooled|local_moran,low-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,19,0.0194150123946,0.9144,0.9154,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,20,0.43550518879,0.0651,0.14322,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,21,2.00729286622,0.0012,0.0066,hypertension|2022-2024 pooled|local_moran,low-low,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,22,2.48092305084,0.0003,0.00256666666667,hypertension|2022-2024 pooled|local_moran,low-low,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,23,0.021790012493,0.6387,0.70873,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,24,1.27230810694,0.0633,0.14322,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,25,0.15203765844,0.7547,0.807109722222,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,26,0.990410084542,0.0903,0.187921621622,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,27,-0.103526244007,0.8461,0.880401351351,hypertension|2022-2024 pooled|local_moran,high-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,28,0.128539675794,0.5097,0.62129375,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,29,0.376111762002,0.2459,0.420762222222,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,30,0.00590353810618,0.5869,0.665710294118,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,31,0.0151127901801,0.9154,0.9154,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,32,0.599739418052,0.2172,0.388939534884,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,33,-0.0666257527939,0.8278,0.87315890411,hypertension|2022-2024 pooled|local_moran,low-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,34,0.223982112849,0.4806,0.606659016393,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,35,0.563304524718,0.3856,0.536838596491,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,36,0.500930998633,0.1131,0.229176315789,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,37,0.64998454374,0.1557,0.307407692308,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,38,0.627586218552,0.028,0.077275,hypertension|2022-2024 pooled|local_moran,high-high,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,39,0.289973454015,0.277,0.435285714286,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,40,0.40919149225,0.035,0.0898333333333,hypertension|2022-2024 pooled|local_moran,high-high,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,41,0.159676897463,0.2297,0.401975,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,42,0.341804359304,0.1657,0.3189725,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,43,1.08698482663,0.0265,0.077275,hypertension|2022-2024 pooled|local_moran,high-high,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,44,1.83869244617,0.0002,0.001925,hypertension|2022-2024 pooled|local_moran,high-high,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,45,1.97923040324,0.0007,0.0049,hypertension|2022-2024 pooled|local_moran,high-high,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,46,1.30853404998,0.0101,0.038885,hypertension|2022-2024 pooled|local_moran,high-high,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,47,1.51414323105,0.0002,0.001925,hypertension|2022-2024 pooled|local_moran,high-high,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,48,2.07083856086,0.001,0.00592307692308,hypertension|2022-2024 pooled|local_moran,high-high,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,49,1.50624752199,0.0006,0.00462,hypertension|2022-2024 pooled|local_moran,high-high,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,50,1.34919654599,0.0214,0.0686583333333,hypertension|2022-2024 pooled|local_moran,high-high,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,51,0.960298321934,0.0196,0.0656173913043,hypertension|2022-2024 pooled|local_moran,high-high,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,52,-0.0614142745949,0.1778,0.325966666667,hypertension|2022-2024 pooled|local_moran,low-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,53,1.28786082422,0.0539,0.128566666667,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,54,0.776549610414,0.0223,0.068684,hypertension|2022-2024 pooled|local_moran,high-high,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,55,-0.065838257787,0.277,0.435285714286,hypertension|2022-2024 pooled|local_moran,low-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,56,0.185718521061,0.3943,0.536838596491,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,57,0.206377353344,0.4375,0.570974576271,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,58,0.146592569346,0.3744,0.536838596491,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,59,0.0469293795264,0.6837,0.741477464789,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,60,-0.0149496507345,0.5079,0.62129375,hypertension|2022-2024 pooled|local_moran,low-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,61,0.00325939955383,0.435,0.570974576271,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,62,0.270621645712,0.2577,0.431367391304,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,63,0.0223291523631,0.8855,0.909113333333,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,64,0.167973654493,0.3974,0.536838596491,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,65,0.085453285489,0.5807,0.665710294118,hypertension|2022-2024 pooled|local_moran,low-low,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,66,0.0507078804645,0.3938,0.536838596491,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,67,0.397668934157,0.3691,0.536838596491,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,68,0.862246354015,0.0281,0.077275,hypertension|2022-2024 pooled|local_moran,high-high,True,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,69,1.00699490727,0.0021,0.01078,hypertension|2022-2024 pooled|local_moran,high-high,True,True,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
A7,Local spatial structure,hypertension,2022-2024 pooled,local_moran,70,0.155379260577,0.5164,0.62129375,hypertension|2022-2024 pooled|local_moran,high-high,False,False,f1a9b8ade1bf4ed1258b54f97dd78a8c710dc51cc03350053c99df59b2de7922,20260715,9999,conditional_focal_value_fixed_two_sided_centered,77,eligible_local_cluster_diagnostic,queen_weights_primary,direct_chm_spatial_frame,False
